2020-07-11 11:23:14,620 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-07-11 11:23:14,718 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-07-11 11:23:14,722 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-07-11 11:23:14,724 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-07-11 11:23:14,753 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-07-11 11:23:14,755 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-07-11 11:23:14,831 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-07-11 11:40:34,034 INFO  SwAddin.cs: 271 - Assembly export called for file GazeboV0.SLDASM
2020-07-11 11:40:38,245 INFO  SwAddin.cs: 290 - Saving assembly
2020-07-11 11:40:38,390 INFO  SwAddin.cs: 293 - Opening property manager
2020-07-11 11:40:38,413 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from GazeboV0.SLDASM
2020-07-11 11:40:38,418 INFO  ExportHelperExtension.cs: 1142 - Found 38 in GazeboV0.SLDASM
2020-07-11 11:40:38,418 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in GazeboV0.SLDASM
2020-07-11 11:40:38,419 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-11 11:40:38,421 INFO  ExportHelperExtension.cs: 1167 - 7 components to check
2020-07-11 11:40:38,422 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from CustomCastorWheel-2
2020-07-11 11:40:38,423 INFO  ExportHelperExtension.cs: 1142 - Found 26 in CustomCastorWheel-2
2020-07-11 11:40:38,424 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in CustomCastorWheel-2
2020-07-11 11:40:38,424 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from SinglePartChassis-1
2020-07-11 11:40:38,425 INFO  ExportHelperExtension.cs: 1142 - Found 30 in SinglePartChassis-1
2020-07-11 11:40:38,426 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in SinglePartChassis-1
2020-07-11 11:40:38,428 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from CustomCastor-1
2020-07-11 11:40:38,429 INFO  ExportHelperExtension.cs: 1142 - Found 29 in CustomCastor-1
2020-07-11 11:40:38,430 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in CustomCastor-1
2020-07-11 11:40:38,431 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from CustomRobotWheel-1
2020-07-11 11:40:38,431 INFO  ExportHelperExtension.cs: 1142 - Found 26 in CustomRobotWheel-1
2020-07-11 11:40:38,433 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in CustomRobotWheel-1
2020-07-11 11:40:38,433 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from CustomCastor-2
2020-07-11 11:40:38,434 INFO  ExportHelperExtension.cs: 1142 - Found 29 in CustomCastor-2
2020-07-11 11:40:38,435 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in CustomCastor-2
2020-07-11 11:40:38,436 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from CustomRobotWheel-2
2020-07-11 11:40:38,437 INFO  ExportHelperExtension.cs: 1142 - Found 26 in CustomRobotWheel-2
2020-07-11 11:40:38,438 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in CustomRobotWheel-2
2020-07-11 11:40:38,439 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from CustomCastorWheel-1
2020-07-11 11:40:38,439 INFO  ExportHelperExtension.cs: 1142 - Found 26 in CustomCastorWheel-1
2020-07-11 11:40:38,440 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in CustomCastorWheel-1
2020-07-11 11:40:38,441 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from GazeboV0.SLDASM
2020-07-11 11:40:38,442 INFO  ExportHelperExtension.cs: 1142 - Found 38 in GazeboV0.SLDASM
2020-07-11 11:40:38,443 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in GazeboV0.SLDASM
2020-07-11 11:40:38,444 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-11 11:40:38,444 INFO  ExportHelperExtension.cs: 1167 - 7 components to check
2020-07-11 11:40:38,445 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from CustomCastorWheel-2
2020-07-11 11:40:38,446 INFO  ExportHelperExtension.cs: 1142 - Found 26 in CustomCastorWheel-2
2020-07-11 11:40:38,446 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in CustomCastorWheel-2
2020-07-11 11:40:38,447 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from SinglePartChassis-1
2020-07-11 11:40:38,447 INFO  ExportHelperExtension.cs: 1142 - Found 30 in SinglePartChassis-1
2020-07-11 11:40:38,448 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in SinglePartChassis-1
2020-07-11 11:40:38,448 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from CustomCastor-1
2020-07-11 11:40:38,449 INFO  ExportHelperExtension.cs: 1142 - Found 29 in CustomCastor-1
2020-07-11 11:40:38,449 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in CustomCastor-1
2020-07-11 11:40:38,450 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from CustomRobotWheel-1
2020-07-11 11:40:38,450 INFO  ExportHelperExtension.cs: 1142 - Found 26 in CustomRobotWheel-1
2020-07-11 11:40:38,451 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in CustomRobotWheel-1
2020-07-11 11:40:38,451 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from CustomCastor-2
2020-07-11 11:40:38,452 INFO  ExportHelperExtension.cs: 1142 - Found 29 in CustomCastor-2
2020-07-11 11:40:38,452 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in CustomCastor-2
2020-07-11 11:40:38,453 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from CustomRobotWheel-2
2020-07-11 11:40:38,453 INFO  ExportHelperExtension.cs: 1142 - Found 26 in CustomRobotWheel-2
2020-07-11 11:40:38,454 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in CustomRobotWheel-2
2020-07-11 11:40:38,454 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from CustomCastorWheel-1
2020-07-11 11:40:38,455 INFO  ExportHelperExtension.cs: 1142 - Found 26 in CustomCastorWheel-1
2020-07-11 11:40:38,455 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in CustomCastorWheel-1
2020-07-11 11:40:38,714 INFO  SwAddin.cs: 316 - Loading config tree
2020-07-11 11:40:38,720 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-07-11 11:40:38,725 INFO  SwAddin.cs: 321 - Showing property manager
2020-07-11 11:40:57,547 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-07-11 11:40:58,208 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-07-11 11:40:58,913 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-07-11 11:40:59,538 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-07-11 11:42:47,158 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-07-11 11:43:49,340 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-07-11 11:44:21,250 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2020-07-11 11:44:23,628 INFO  ExportHelperExtension.cs: 338 - Creating joint RightWheel
2020-07-11 11:44:23,635 INFO  ExportHelperExtension.cs: 1409 - Fixing components for Chassis
2020-07-11 11:44:23,636 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-07-11 11:44:23,636 INFO  ExportHelperExtension.cs: 1422 - Component 21 is already fixed
2020-07-11 11:44:23,833 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2020-07-11 11:44:23,836 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-07-11 11:44:23,837 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-07-11 11:44:23,837 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-07-11 11:44:26,242 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent Chassis to child RightWheel failed
2020-07-11 11:44:26,248 INFO  ExportHelperExtension.cs: 338 - Creating joint LeftWheel
2020-07-11 11:44:26,248 INFO  ExportHelperExtension.cs: 1409 - Fixing components for Chassis
2020-07-11 11:44:26,249 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-07-11 11:44:26,249 INFO  ExportHelperExtension.cs: 1422 - Component 21 is already fixed
2020-07-11 11:44:26,446 INFO  ExportHelperExtension.cs: 831 - R1: 1, System.__ComObject, 1, System.Double[]
2020-07-11 11:44:26,447 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-07-11 11:44:26,448 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-07-11 11:44:26,448 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-07-11 11:44:28,567 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent Chassis to child LeftWheel failed
2020-07-11 11:44:28,572 INFO  ExportHelperExtension.cs: 338 - Creating joint FrontCastor
2020-07-11 11:44:28,573 INFO  ExportHelperExtension.cs: 1409 - Fixing components for Chassis
2020-07-11 11:44:28,573 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-07-11 11:44:28,574 INFO  ExportHelperExtension.cs: 1422 - Component 21 is already fixed
2020-07-11 11:44:28,761 INFO  ExportHelperExtension.cs: 831 - R1: 1, System.__ComObject, 1, System.Double[]
2020-07-11 11:44:28,762 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-07-11 11:44:28,762 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-07-11 11:44:28,763 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-07-11 11:44:30,905 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent Chassis to child FrontCastor failed
2020-07-11 11:44:30,911 INFO  ExportHelperExtension.cs: 338 - Creating joint FrontCastorWheel
2020-07-11 11:44:30,912 INFO  ExportHelperExtension.cs: 1409 - Fixing components for FrontCastor
2020-07-11 11:44:30,912 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-07-11 11:44:30,912 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-07-11 11:44:30,913 INFO  ExportHelperExtension.cs: 1422 - Component 21 is already fixed
2020-07-11 11:44:31,137 INFO  ExportHelperExtension.cs: 831 - R1: 1, System.__ComObject, 1, System.Double[]
2020-07-11 11:44:31,138 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-07-11 11:44:31,138 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-07-11 11:44:31,139 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-07-11 11:44:31,139 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2020-07-11 11:44:33,581 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent FrontCastor to child FrontCastorWheel failed
2020-07-11 11:44:33,586 INFO  ExportHelperExtension.cs: 338 - Creating joint RearCastor
2020-07-11 11:44:33,587 INFO  ExportHelperExtension.cs: 1409 - Fixing components for Chassis
2020-07-11 11:44:33,587 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-07-11 11:44:33,588 INFO  ExportHelperExtension.cs: 1422 - Component 21 is already fixed
2020-07-11 11:44:33,799 INFO  ExportHelperExtension.cs: 831 - R1: 1, System.__ComObject, 1, System.Double[]
2020-07-11 11:44:33,800 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
